difficulty,question,answer
simple,"董承是在白天还是黑夜去拜访刘备讨论衣带诏之事？","黑夜。"
simple,"董承向刘备出示衣带诏时，义状上已有几人署名？","六位。"
simple,"刘备在许都后园做什么以韬光养晦？","种菜。"
simple,"曹操邀刘备煮酒论英雄时，看到了什么水果？","青梅。"
simple,"曹操认为谁是“冢中枯骨”？","淮南袁术。"
simple,"曹操评价袁绍的缺点是什么？","色厉胆薄，好谋无断；干大事而惜身，见小利而忘命。"
simple,"曹操评价刘表是什么？","虚名无实，非英雄也。"
simple,"曹操评价孙策是什么？","藉父之名，非英雄也。"
simple,"曹操认为当时的天下英雄是谁？","刘备与曹操自己。"
simple,"刘备听到曹操说自己是英雄时，发生了什么意外？","手中匙箸不觉落于地下。"
simple,"刘备如何掩饰自己因被曹操指为英雄而失箸？","借口被雷声惊吓（一震之威）。"
simple,"谁闯入后园打断了曹操与刘备的谈话？","关羽、张飞。"
simple,"关羽说来后园是为了做什么？","舞剑助兴。"
simple,"是谁的情报让曹操知道了公孙瓒败亡的消息？","满宠。"
simple,"刘备以什么理由向曹操请求带兵离开许都？","拦截将要投奔袁绍的袁术。"
simple,"曹操派哪两位将领随同刘备出征？","朱灵、路昭。"
simple,"谁提醒曹操不应放刘备领兵离开？","郭嘉、程昱。"
simple,"曹操派谁去追回刘备？","许褚。"
simple,"许褚追上刘备后，刘备用什么理由拒绝回去？","将在外，君命有所不受。"
simple,"袁术死前想喝什么却得不到？","蜜水。"
simple,"袁术死后，谁夺得了玉玺并献给曹操？","徐璆。"
simple,"曹操用什么计策试图让车胄除掉刘备？","写密信给车胄，让他在内图谋。"
simple,"陈登向刘备献计，请谁写信向袁绍求救？","郑玄（郑康成）。"
simple,"袁绍收到刘备求救信时，因何事心烦意乱不愿出兵？","因幼子患疥疮，性命垂危。"
simple,"田丰因何事被袁绍囚禁？","力谏袁绍勿因小儿疾病错过攻打许都良机，惹怒袁绍。"
simple,"为袁绍写讨曹檄文的是谁？","陈琳。"
simple,"曹操听了陈琳写的檄文后，身体有何反应？","毛骨悚然，出了一身冷汗，头风顿愈。"
simple,"孔融认为袁绍势大，应与他和谈，谁反驳了他？","荀彧。"
simple,"曹操派去攻打刘备，后被关张擒获的两位将领是谁？","刘岱、王忠。"
simple,"关羽用什么方法生擒了王忠？","诈败诱敌，待其追近时回马擒之。"
simple,"张飞用什么计策生擒了刘岱？","诈醉打军士，令其去刘岱处报信劫寨，然后设伏兵内外夹击。"
simple,"孔融推荐谁去刘表处招降？","祢衡。"
simple,"祢衡在曹操面前评价荀彧适合做什么？","吊丧问疾。"
simple,"祢衡在曹操面前评价许褚适合做什么？","牧牛放马。"
simple,"祢衡在曹操宴席上做了什么惊世骇俗的行为？","挝鼓后裸衣骂曹操。"
simple,"祢衡最终被谁所杀？","黄祖。"
simple,"为董承治病的太医是谁？","吉平（吉太）。"
simple,"吉平打算用什么方法杀曹操？","在为曹操治头风病时下毒。"
simple,"董承家的哪个家奴向曹操告密？","秦庆童。"
simple,"曹操如何识破吉平下毒？","故意让吉平先尝药，吉平不肯并强行灌药。"
simple,"董承、王子服等几人因衣带诏事泄被曹操所杀？","五人（董承、王子服、种辑、吴硕、吴子兰）。"
simple,"曹操杀董承等人后，带剑入宫杀了谁？","董贵妃。"
simple,"谁建议曹操暂时不要废立皇帝？","程昱。"
simple,"关羽投降曹操前提出了哪三个条件？","降汉不降曹、善待二嫂、得知刘备去向即离开。"
simple,"曹操送给关羽一件新战袍，关羽为何将其穿在旧袍之内？","不忘刘备所赐旧袍之恩。"
simple,"曹操送给关羽什么马，让关羽再拜称谢？","赤兔马。"
simple,"关羽为何对获赠赤兔马如此高兴？","知道此马日行千里，若知兄长下落，可一日见面。"
simple,"谁是第一个在关羽过五关时被斩的将领？","东岭关孔秀。"
simple,"在汜水关，是谁提醒关羽提防卞喜的埋伏？","镇国寺僧人普净。"
simple,"在荥阳，是谁（胡华之子）帮助关羽连夜逃出王植的陷阱？","胡班。"
simple,"关羽在黄河渡口斩了谁才得以渡河？","秦琪。"
simple,"周仓原是谁的部将？","黄巾军张宝。"
simple,"是谁杀了卧牛山的裴元绍并占了山寨？","赵云（赵子龙）。"
simple,"孙策因何事受伤？","在丹徒山中打猎时，遭许贡家客三人行刺。"
simple,"郭嘉评价孙策将会死于谁之手？","小人之手。"
simple,"孙策因何而迁怒并最终斩了于吉？","认为于吉是妖道，煽惑人心。"
simple,"孙策临终前托付内事不决问谁？","张昭。"
simple,"孙策临终前托付外事不决问谁？","周瑜。"
simple,"谁向孙权推荐了鲁肃？","周瑜。"
simple,"鲁肃向孙权提出了怎样的长远战略（榻上策）？","鼎足江东，观天下之衅，剿黄祖伐刘表，据长江，建号帝王图天下。"
simple,"袁绍决定与曹操在官渡决战前，谁力谏应缓守而不应急战？","沮授。"
simple,"在官渡之战初期，袁军使用什么方法从高处攻击曹营？","筑土山，上立高橹射箭。"
simple,"曹操用什么器械反制了袁军的土山箭雨攻击？","发石车（霹雳车）。"
complex,"曹操煮酒论英雄的真实目的是什么？这对刘备产生了什么影响？","真实目的是试探刘备是否有争夺天下的野心。曹操直言天下英雄唯使君与操，吓得刘备掉了筷子，暴露了其内心的震惊和恐惧，但刘备随即以惊雷掩饰，暂时消除了曹操的疑虑，也促使他更迫切地寻找脱身之机。"
complex,"刘备为何要在许都后园种菜？这体现了他怎样的性格特点？","刘备种菜是为了向曹操示弱，表示自己胸无大志，以求自保，避免引起曹操的猜忌和杀心。这体现了他能屈能伸、善于隐忍和伪装的性格特点，以及在困境中寻求生存的智慧。"
complex,"董承的衣带诏计划为何最终失败？其失败的关键原因是什么？","失败直接原因是家奴秦庆童告密。关键原因在于计划参与者行动迟缓、犹豫不决，未能抓住时机迅速行动；且保密不严，内部出了叛徒；同时低估了曹操的警惕性和控制力。"
complex,"关羽暂居曹营期间，曹操是如何拉拢他的？关羽又如何应对？","曹操待关羽极厚：封侯（汉寿亭侯）、赠金银美女、赠锦袍、赠赤兔马，三日小宴五日大宴。关羽则坚守底线：财务封存送嫂、美女送入内侍嫂、穿新袍于旧袍内不忘旧主、得赤兔马只为寻兄。体现了其忠义和不为富贵所动的决心。"
complex,"关羽“过五关斩六将”的直接原因是什么？这系列事件如何展现了他的武勇与忠义？","直接原因是关羽得知刘备下落后急于寻兄，但因行色匆匆未向曹操请得通关文凭，各关守将奉命（或自作主张）阻拦。关羽一路斩杀孔秀、韩福、孟坦、卞喜、王植、秦琪六将，展现了他无双的武勇和排除万难也要回到刘备身边的坚定忠义。"
complex,"祢衡裸衣骂曹为何没有当场被杀？曹操处理此事的方式体现了他怎样的性格？","曹操不杀祢衡，一因孔融劝解，二因顾忌祢衡的名声，怕落下不能容人的恶名。他让祢衡做鼓吏羞辱之，又借刘表之手杀之，体现了曹操既阴险记仇，又注重维护自身形象和统治的政治手腕，以及某种程度的“爱才”（即使是扭曲的）。"
complex,"张飞为何一开始误会关羽并要与之决斗？最终如何化解了误会？","张飞误会关羽是因为关羽身在曹营，且封侯受爵，又恰逢曹将蔡阳追来。张飞认为关羽已背叛旧主，是来捉拿自己的。误会最终通过关羽斩杀蔡阳以明心志、以及甘糜二夫人和曹军小卒的证言得以化解。"
