difficulty,question,answer
simple,"邓艾认为蜀兵必会再出的五个原因中的第一个是什么？","蜀兵虽退，终有乘胜之势；魏兵终有弱败之实。"
simple,"陈泰听了邓艾分析蜀兵必出的五个原因后，有何反应？","叹服，称邓艾料敌如神。"
simple,"姜维反驳樊建，认为攻魏有几项可胜之道？","五项可胜之道。"
simple,"姜维决定此次伐魏，首先要攻取的目标是哪里？","陇西。"
simple,"姜维在祁山谷口用什么计策迷惑邓艾？","虚张旗号，每日更换旗帜衣甲，主力偷袭南安。"
simple,"邓艾识破姜维之计后，认为姜维会去偷袭何处？","南安。"
simple,"邓艾将计就计，派兵埋伏在何处伏击姜维？","段谷。"
simple,"姜维在段谷遭遇伏击，是哪位将军舍命救出？","荡寇将军张嶷。"
simple,"张嶷是如何战死的？","为救姜维，被魏兵乱箭射死。"
simple,"姜维因段谷之败，上表自贬为何职？","后将军，行大将军事。"
simple,"司马昭派谁去淮南试探诸葛诞？","贾充。"
simple,"贾充以什么名义去见诸葛诞？","慰劳出征军士。"
simple,"诸葛诞听到贾充试探其对司马氏代魏的看法后，反应如何？","大怒，表示要以死报国。"
simple,"诸葛诞得知司马昭要调他为司空后，杀了谁？","扬州刺史乐綝。"
simple,"诸葛诞派谁的儿子去东吴作为人质求援？","长史吴纲之子诸葛靓。"
simple,"东吴当时由谁辅政掌权？","孙綝。"
simple,"东吴派去援助诸葛诞的主将是谁？","全怿、全端。"
simple,"司马昭讨伐诸葛诞时，带了谁一同出征以保无虞？","魏国太后及天子曹髦。"
simple,"司马昭大军的先锋是谁？","镇南将军王基。"
simple,"钟会建议司马昭如何围困寿春？","三面围城，留南门放守军逃跑再击之。"
simple,"东吴将领于诠是如何牺牲的？","拒绝投降，力战而死于寿春城下。"
simple,"司马昭如何处置投降的诸葛诞部卒？","问降否，不降者皆杀，后又令人埋葬。"
simple,"诸葛诞死后，淮南平定，姜维趁机引兵去攻打魏国何处？","长城。"
simple,"姜维读了谯周的《仇国论》后反应如何？","大怒，认为是腐儒之论，掷之于地。"
simple,"姜维出兵长城，认为应先夺取何处？","骆谷，度沈岭，攻取长城烧其粮草。"
simple,"长城守将是谁？","司马望，司马昭的族兄。"
simple,"蜀将傅佥用什么兵器打死了魏将李鹏？","四楞铁简。"
simple,"邓艾派谁去帮助司马望守长城？","其子邓忠。"
simple,"邓艾用何计策应对姜维的挑战，拖延时间等待援军？","坚守不出，屡次推脱会战。"
simple,"姜维最终因何事从长城撤兵？","得知诸葛诞已败，司马昭将引兵来救，且接到后主诏书。"
simple,"东吴孙綝因何事大怒，杀了全端、唐咨等人的家眷？","听知全端、唐咨等将领降魏。"
simple,"吴主孙亮通过什么方法识破黄门在蜂蜜中放鼠粪？","检查鼠粪内外干湿程度。"
simple,"孙亮密谋除掉孙綝，此事被谁泄露？","全尚之妻（孙綝之姊）。"
simple,"谁在朝堂上指责孙綝废黜孙亮而被杀？","尚书桓彝。"
simple,"孙綝废黜孙亮后，迎立谁为吴主？","琅琊王孙休。"
simple,"孙休登基后，如何对待孙綝？","表面加封丞相、荆州牧，内实防之。"
simple,"谁向孙休密告孙綝有谋反之意？","左将军张布。"
simple,"孙休与谁定计，最终除掉了孙綝？","老将丁奉。"
simple,"丁奉用何计策擒拿孙綝？","腊日设宴，于席间发难擒拿。"
simple,"孙綝被杀后，东吴派谁出使蜀国回贺？","薛珝。"
simple,"薛珝从蜀国回来后，如何描述蜀国朝政状况？","黄皓用事，朝无直言，民有菜色，国将危。"
simple,"姜维听闻吴蜀联盟及司马昭动向后，再次决定伐魏，先锋是谁？","廖化、张翼。"
simple,"邓艾如何在祁山击败了蜀军王含、蒋斌的左寨？","预先挖地道，派兵从地道杀出，内外夹击。"
simple,"邓艾与姜维斗阵，布的是什么阵法？","八卦阵。"
simple,"姜维将八阵变为长蛇卷地阵困住邓艾，是谁救了邓艾？","司马望。"
simple,"司马望为何能识破姜维的长蛇卷地阵？","幼年曾与崔州平、石广元讲论此阵，知其阵头在西北。"
simple,"邓艾用何计策诱使姜维再次斗阵，实则偷袭其后？","让司马望斗阵，自己引兵袭山后。"
simple,"姜维识破邓艾偷袭之计，派谁埋伏击败了邓艾？","张翼、廖化。"
simple,"邓艾用什么反间计让后主召回了姜维？","派党均到成都勾结黄皓，散布姜维欲降魏的谣言。"
simple,"姜维回成都后，后主如何解释召他回朝的原因？","说怕军士劳苦，并无他意。"
simple,"姜维想杀黄皓，后主是什么态度？","不同意，认为黄皓只是小臣，让姜维不要介意。"
simple,"谁建议姜维去沓中屯田以避祸？","秘书郎郤正。"
simple,"魏主曹髦作了什么诗，表露对司马昭的不满？","《潜龙诗》。"
simple,"曹髦决定讨伐司马昭，向哪三位大臣求助？","侍中王沈、尚书王经、散骑常侍王业。"
simple,"谁向司马昭告发了曹髦的计划？","王沈、王业。"
simple,"谁在曹髦讨伐司马昭时，伏于辇前哭谏阻止？","尚书王经。"
simple,"是谁直接动手刺杀了魏主曹髦？","成济。"
simple,"司马昭如何处置弑君的成济？","归罪于他，将其剐杀，灭三族。"
simple,"曹髦死后，司马昭立谁为新皇帝？","常道乡公曹璜（后改名曹奂）。"
simple,"姜维听闻曹髦被杀、曹奂被立，以何名义再次伐魏？","问司马昭弑君之罪。"
simple,"魏将王瓘诈降姜维，自称是谁的侄子？","王经。"
simple,"姜维如何识破王瓘的诈降？","认为司马昭杀王经灭族，不会留其侄在外领兵。"
simple,"姜维将计就计，如何利用王瓘的计划反戈一击？","修改约定日期，设伏于墵山谷，用伪装粮车诱敌。"
simple,"王瓘最终的结局是什么？","事败后烧毁栈道逃入汉中，被姜维追击，投黑龙江而死。"
simple,"姜维第八次伐魏的目标是哪里？","洮阳。"
simple,"邓艾判断姜维实取洮阳的理由是什么？","洮阳无粮，维料魏只守祁山不守洮阳，欲屯粮结羌图久计。"
simple,"夏侯霸是如何在洮阳城中计身亡的？","误入邓艾设伏的空城，被乱箭射死。"
simple,"姜维攻打祁山时，后主连发三道诏书命其班师，是谁的主意？","宦官黄皓（想让阎宇代替姜维）。"
simple,"姜维为避祸及积蓄力量，最终决定去何处屯田？","沓中。"
simple,"司马昭决心伐蜀，认为谁可为将？","邓艾和钟会。"
simple,"钟会伐蜀前，以什么名义掩人耳目，暗中准备？","声称伐吴，令各地造船。"
simple,"司马昭为何最终同意钟会的伐蜀计划？","钟会分析蜀主昏弱，姜维被绊，汉中可袭，蜀亡可必。"
simple,"钟会任命的伐蜀先锋是谁？","许褚之子许仪。"
simple,"许仪因何事被钟会斩首？","修理桥梁不力，致使钟会坐骑陷于桥上，险些遇害。"
simple,"邓艾伐蜀前做了什么梦？预示着什么？","梦见登山望汉中，脚下泉水上涌。爰邵解梦为克蜀但不能还。"
simple,"姜维得知魏军大举伐蜀，上表后主，建议派谁守阳安关，谁守阴平桥？","张翼守阳安关，廖化守阴平桥。"
simple,"后主刘禅为何忽视姜维的紧急军情？","听信宦官黄皓和师婆的迷信之言。"
