difficulty,question,answer
simple,"赵云认为应该先伐魏还是先伐吴？","先伐魏（曹操/曹丕）。"
simple,"刘备为何不听赵云劝谏，执意要伐吴？","为关羽报仇，认为兄弟之仇大于汉贼之仇。"
simple,"刘备差使往何处借了五万番兵？","五溪。"
simple,"刘备迁升张飞为何官职？","车骑将军，领司隶校尉，封西乡侯，兼阆中牧。"
simple,"张飞在阆中闻知关羽被害后，情绪如何？","旦夕号泣，血湿衣襟，酒醉后怒气愈加，鞭挞士卒。"
simple,"张飞对手下将士下了什么紧急命令？","限三日内制办白旗白甲，三军挂孝伐吴。"
simple,"鞭打范疆、张达后，张飞对他们下了什么最后通牒？","来日俱要完备！若违了限，即杀汝二人示众！"
simple,"范疆、张达是如何杀害张飞的？","趁张飞酒醉熟睡时，用短刀刺入其腹部。"
simple,"张飞去世时多少岁？","五十五岁。"
simple,"范疆、张达杀了张飞后投奔了何处？","东吴（孙权处）。"
simple,"张飞的长子是谁？他做了什么？","张苞。具棺椁盛殓父亲，然后去向刘备报信。"
simple,"孔明认为如果谁在，就能劝阻刘备东征？","法正（法孝直）。"
simple,"刘备夜观天象，看到什么预兆？","西北方向一颗大星如斗，忽然坠地。"
simple,"孔明如何解读刘备看到的天象？","预示将损失一位上将，三日内必有惊报。"
simple,"刘备听闻张飞死讯后反应如何？","放声大哭，昏绝于地。"
simple,"关羽的儿子是谁？","关兴。"
simple,"刘备在哪里遇到了自称能知吉凶的隐者李意？","成都青城山之西。"
simple,"李意画了什么给刘备，预示了什么？","画兵马器械后撕碎，又画大人卧地旁人埋之，上写“白”字。"
simple,"张苞和关兴为争夺先锋职位，比试了什么武艺？","张苞射箭（中红心），关兴射雁（中第三只）。"
simple,"刘备最终任命谁为伐吴先锋？","吴班。"
simple,"孙权派谁去蜀国求和？","诸葛瑾。"
simple,"刘备拒绝诸葛瑾求和的理由是什么？","杀弟之仇不共戴天，必须报仇。"
simple,"孙权派谁去向魏国曹丕称臣求助？","中大夫赵咨。"
simple,"赵咨如何评价孙权？","聪明、仁智、雄略之主。"
simple,"曹丕最终封孙权为什么王爵？","吴王，并加九锡。"
simple,"东吴哪位将领反对孙权受魏国封爵，当场痛哭？","徐盛。"
simple,"孙权任命谁为左都督，谁为右都督抵御蜀军？","孙桓为左都督，朱然为右都督。"
simple,"孙桓手下哪两位将领被张苞、关兴所杀？","李异和谢旌。"
simple,"在宜都之战中，谁用冷箭射中了张苞的坐骑？","吴将谭雄。"
simple,"关兴是如何处置射冷箭的谭雄的？","生擒后斩首，沥血祭奠张苞的死马。"
simple,"吴将崔禹是如何被擒的？","中计去救孙桓营寨，被关兴、张苞伏兵夹击生擒。"
simple,"刘备在哪里大会诸将，分八路水陆并进伐吴？","猇亭。"
simple,"与张苞交战的吴将夏恂是被谁所杀？","被张苞一矛刺死。"
simple,"韩当部将周平是被谁所杀？","被关兴一刀斩杀。"
simple,"老将黄忠为何不听劝阻，执意要与吴军交锋？","因刘备说“老将无用”，不服老要证明自己。"
simple,"黄忠阵前斩杀了潘璋手下哪位将领？","史迹。"
simple,"黄忠最终是如何受伤的？","被吴将马忠一箭射中肩窝。"
simple,"黄忠临终前对刘备说了什么？","劝刘备善保龙体，以图中原。"
simple,"甘宁最终是被谁射死的？","被蛮王沙摩柯一箭射中头颅。"
simple,"关兴在追击潘璋时，夜宿何处？看到了什么？","一庄院内，看到堂中供有关公神像。"
simple,"潘璋是如何死的？","在庄院遇关兴，见关公显圣惊吓，被关兴挥剑斩杀。"
simple,"关兴从潘璋处夺回了什么重要物品？","父亲关羽的青龙偃月刀。"
simple,"马忠是如何死的？","被叛变的糜芳、傅士仁刺杀。"
simple,"糜芳、傅士仁投降刘备后，下场如何？","被刘备下令剥衣跪于关公灵前，亲自剐杀。"
simple,"孙权为求和，送还了什么给刘备？","张飞首级，并绑缚范疆、张达二贼。"
simple,"张苞是如何处置杀父仇人范疆、张达的？","将二人万剐凌迟，祭奠父亲。"
simple,"面对蜀军的强大攻势，阚泽推荐了谁来担任东吴大都督？","陆逊（陆伯言）。"
simple,"孙权授予陆逊什么信物以示军权？","自己佩戴的宝剑，允许先斩后奏。"
simple,"陆逊采用了什么策略来应对蜀军的进攻？","坚守不出，避其锐气，等待时机。"
simple,"刘备将连营七百里的军寨移到了何处？","山林茂盛、靠近溪涧的地方，为了避暑。"
simple,"马良认为刘备移营之举有何风险？","担心吴兵骤然来袭，难以应对。"
simple,"孔明得知刘备沿江连营七百里后，第一反应是什么？","拍案叫苦，认为这是兵家大忌，预感祸事不远。"
simple,"孔明预料到陆逊会用什么计策攻击蜀军连营？","火攻。"
simple,"孔明预言刘备兵败后应该退守何处？","白帝城。"
simple,"陆逊决定火攻蜀营的关键信号是什么？","东南风大作。"
simple,"谁率军在马鞍山救了被围困的刘备？","张苞。"
simple,"最终是谁杀出重围，救刘备脱险退入白帝城？","赵云。"
simple,"赵云在救援刘备途中，斩杀了哪位吴将？","朱然。"
simple,"蜀将傅彤是如何战死的？","断后被围，力战不降，吐血而亡。"
complex,"张飞之死对刘备伐吴的决心产生了什么影响？相比关羽之死，有何不同？","张飞之死彻底点燃了刘备的复仇怒火，使他更加坚定了伐吴的决心，甚至不顾群臣反对。相比关羽之死引发的悲痛和复仇意愿，张飞的死（尤其被内贼所害）让刘备的情绪更加激动和不理智，成为压垮他战略理性的最后一根稻草。"
complex,"刘备在伐吴前的人事安排（如孔明治国、马超守汉中、赵云为后援）体现了哪些考虑？是否周全？","安排体现了后方稳定（孔明、太子）、北拒曹魏（马超、魏延）、后勤保障（赵云）的考虑。看似分工明确，但核心问题在于刘备亲征伐吴本身是战略失误，且抽调了大量主力，导致即使后方安排看似周全，也无法弥补前线决策失误带来的巨大风险。"
complex,"关兴和张苞在伐吴初期表现如何？他们的行为对蜀军士气有何影响？","表现英勇，屡立战功，如阵斩谢旌、夏恂、周平，生擒谭雄、崔禹，夺回青龙刀，斩杀潘璋。他们的勇猛极大地鼓舞了蜀军士气，也让刘备看到了父辈英雄精神的延续，增强了伐吴的信心，但也未能改变整体战局。"
complex,"孙权在面临蜀国大军压境时，先求和于蜀，后称臣于魏，这反映了他怎样的外交策略？","反映了孙权灵活务实、为生存不惜屈伸的外交策略。他深知无法同时对抗蜀魏，因此根据形势变化，先尝试安抚蜀国，失败后立刻转向更强大的魏国寻求庇护和援助，以争取时间和空间，是典型的弱国生存之道。"
complex,"陆逊被任命为大都督时，面临的主要挑战是什么？他是如何树立威信的？","主要挑战是资历浅（被视为书生）、年龄轻，难以服众，尤其是韩当、周泰等老将不服。他通过吴王赐剑授权（先斩后奏）、坚持正确的防御策略（坚守不战）、最终用火烧连营的大胜证明了自己的能力，从而树立了威信。"
complex,"刘备将连营设置在山林溪涧旁，初衷是什么？最终为何成为致命弱点？","初衷是为了避暑，解决军队在炎热天气下的取水和休整问题。最终成为致命弱点是因为营寨多设于林木茂密处，且长达七百里，彼此难以照应，为陆逊实施火攻提供了绝佳条件，一旦起火便难以扑救，火势蔓延迅速。"
complex,"孔明在得知刘备兵败后，为何判断陆逊不敢深入追击？","孔明判断陆逊深知曹魏会在背后虎视眈眈，担心蜀军覆灭后东吴国中空虚，曹丕会趁机发兵南下。因此陆逊虽大胜，也不敢冒险深入西川，以免腹背受敌，这体现了孔明对三国整体战略态势的精准把握。"
complex,"黄权投降曹魏的原因是什么？刘备和曹丕对此事的不同反应体现了什么？","黄权因被吴兵截断归路，无法返回蜀国，降吴又不可，无奈之下投降曹魏。刘备认为责任在己，未降罪其家属，体现了宽容和体恤。曹丕则试图用陈平、韩信之事试探，后虽任用但也存疑虑，更侧重现实利益考量。"
complex,"刘备临终托孤时，对诸葛亮说“如其不才，君可自为成都之主”，这句话的真实意图可能是什么？","可能有多重意图：1）表达对诸葛亮才能和忠诚的极度信任。2）试探诸葛亮的忠心。3）为刘禅提供最强的政治保障，警告潜在的野心家。4）也可能真心认为若刘禅实在不堪，由诸葛亮取代是维持汉室（或蜀汉政权）的最后手段。但主要是前三者。"
complex,"诸葛亮面对曹丕五路伐蜀的危局，为何表现得从容不迫，甚至“推病不出”？","诸葛亮已有应对之策，他深知五路联盟看似强大，实则各怀鬼胎，难以协调。他“推病不出”可能是为了：1）麻痹敌人，示弱于外。2）稳定内部人心，避免朝堂惊慌失措。3）争取时间完成各项部署（调兵遣将、外交斡旋）。4）可能也是一种政治姿态，显示他对局势的掌控力。"
complex,"邓芝出使东吴的关键任务是什么？他用了哪些论据来说服孙权？","关键任务是说服孙权放弃与魏联合，重新与蜀国结盟。主要论据：1）分析吴蜀联合则共存共荣（唇齿相依），对抗则两败俱伤，魏国得利。2）点明孙权降魏的弊端（必被要求朝觐、送质子，否则遭攻击）。3）强调吴蜀联合才能共抗强大的曹魏，恢复汉室（或保全各自基业）。"
